Id,Class
252,5
253,6
254,6
255,6
256,2
257,4
258,5
259,5
260,5
261,4
262,5
263,5
264,4
265,1
266,1
267,5
268,2
269,2
270,5
271,1
272,2
273,2
274,1
275,2
276,6
277,1
278,3
279,5
280,5
281,5
282,2
283,3
284,3
285,6
286,5
287,6
288,1
289,5
290,4
291,1
292,4
293,1
294,1
295,6
296,1
297,4
298,6
299,5
300,2
301,3
302,1
303,4
304,3
305,2
306,6
307,1
308,4
309,6
310,2
311,4
312,6
313,5
314,3
315,5
316,6
317,4
318,6
319,6
320,1
321,2
322,5
323,2
324,4
325,5
326,6
327,4
328,6
329,1
330,6
331,2
332,4
333,1
334,6
335,5
336,5
337,5
338,1
339,1
340,1
341,5
342,2
343,5
344,5
345,1
346,5
347,6
348,6
349,2
350,1
351,5
352,6
353,1
354,5
355,2
356,4
357,1
358,6
359,3
360,1
361,4
362,1
363,5
364,5
365,5
366,4
367,4
368,4
369,6
370,4
371,6
372,5
373,6
374,1
375,5
376,6
377,4
378,6
379,2
380,1
381,4
382,1
383,6
384,2
385,6
386,5
387,5
388,1
389,4
390,4
391,1
392,3
393,5
394,4
395,4
396,5
397,1
398,1
399,1
400,4
401,2
402,6
403,1
404,2
405,6
406,4
407,4
408,1
409,2
410,6
411,1
412,5
413,1
414,4
415,6
416,5
417,5
418,6
419,1
420,6
421,4
422,1
423,1
424,4
425,6
426,4
427,6
428,5
429,2
430,4
431,5
432,6
433,6
434,2
435,1
436,1
437,5
438,5
439,5
440,2
441,5
442,2
443,2
444,4
445,6
446,5
447,4
448,1
449,2
450,6
451,1
452,6
453,4
454,2
455,5
456,3
457,4
458,4
459,5
460,6
461,4
462,6
463,1
464,5
465,1
466,2
467,4
468,4
469,5
470,5
471,6
472,2
473,1
474,4
475,4
476,6
477,5
478,5
479,6
480,5
481,5
482,6
483,6
484,1
485,4
486,4
487,2
488,1
489,2
490,5
491,6
492,5
493,4
494,4
495,2
496,2
497,2
498,5
499,5
500,1
501,5
502,3
503,2
504,6
505,6
506,5
507,3
508,4
509,5
510,4
511,5
512,2
513,1
514,4
515,5
516,4
517,4
518,6
519,6
520,4
521,6
522,3
523,2
524,6
525,5
526,4
527,5
528,2
529,5
530,6
531,2
532,4
533,3
534,4
535,6
536,1
537,4
538,5
539,1
540,2
541,6
542,4
543,6
544,4
545,1
546,1
547,1
548,6
549,4
550,4
551,6
552,1
553,5
554,1
555,5
556,5
557,1
558,1
559,4
560,5
561,6
562,4
563,3
564,1
565,4
566,2
567,6
568,2
569,1
570,6
571,3
572,1
573,6
574,4
575,4
576,6
577,5
578,4
579,4
580,3
581,6
582,6
583,4
584,2
585,6
586,1
587,6
588,5
589,5
590,1
591,4
592,2
593,4
594,2
595,1
596,3
597,6
598,6
599,6
600,5
601,4
602,6
603,5
604,6
605,6
606,5
607,4
608,5
609,1
610,5
611,5
612,6
613,4
614,1
615,2
616,2
617,6
618,1
619,4
620,1
621,5
622,5
623,1
624,5
625,4
626,1
627,1
628,3
629,1
630,1
631,5
632,4
633,4
634,1
635,6
636,6
637,5
638,1
639,6
640,2
641,4
642,5
643,5
644,1
645,5
646,6
647,1
648,6
649,4
650,1
651,1
652,4
653,4
654,1
655,4
656,2
657,6
658,1
659,2
660,1
661,4
662,4
663,2
664,6
665,6
666,6
667,5
668,1
669,6
670,4
671,1
672,6
673,6
674,5
675,6
676,2
677,6
678,2
679,5
680,5
681,6
682,5
683,4
684,6
685,5
686,1
687,6
688,6
689,1
690,2
691,5
692,2
693,1
694,4
695,6
696,5
697,5
698,1
699,6
700,6
701,1
702,2
703,2
704,5
705,6
706,1
707,5
708,6
709,1
710,2
711,4
712,1
713,5
714,4
715,6
716,4
717,5
718,5
719,5
720,2
721,5
722,5
723,2
724,1
725,2
726,4
727,6
728,5
729,1
730,2
731,5
732,6
733,4
734,1
735,5
736,5
737,6
738,5
739,4
740,4
741,2
742,4
743,4
744,3
745,4
746,1
747,6
748,1
749,6
750,1
751,1
752,6
753,2
754,4
755,1
756,5
757,4
758,4
759,5
760,5
761,4
762,6
763,1
764,4
765,6
766,6
767,3
768,4
769,4
770,2
771,3
772,6
773,1
774,5
775,5
776,5
777,6
778,1
779,6
780,4
781,6
782,1
783,5
784,6
785,5
786,5
787,4
788,5
789,5
790,4
791,4
792,4
793,4
794,4
795,6
796,1
797,1
798,1
799,6
800,4
801,3
802,2
803,2
804,1
805,6
806,2
807,1
808,6
809,6
810,4
811,4
812,4
813,1
814,4
815,4
816,4
817,5
818,2
819,6
820,5
821,4
822,4
823,4
824,5
825,6
826,6
827,5
828,4
829,2
830,6
831,4
832,4
833,5
834,1
835,6
836,6
837,2
838,6
839,2
840,5
841,1
842,5
843,2
844,1
845,4
846,2
847,1
848,6
849,3
850,2
851,6
852,5
853,4
854,6
855,4
856,4
857,2
858,4
859,5
860,6
861,4
862,6
863,4
864,4
865,3
866,5
867,4
868,5
869,4
870,6
871,5
872,6
873,1
874,1
875,6
876,5
877,5
878,5
879,1
880,4
881,4
882,6
883,4
884,4
885,4
886,4
887,2
888,4
889,6
890,6
891,2
892,4
893,4
894,1
895,5
896,4
897,4
898,3
899,1
900,4
901,2
902,4
903,4
904,4
905,3
906,6
907,3
908,5
909,4
910,6
911,5
912,2
913,6
914,4
915,6
916,5
917,2
918,6
919,1
920,6
921,4
922,4
923,6
924,1
925,1
926,5
927,5
928,1
929,1
930,4
931,6
932,5
933,4
934,1
935,6
936,1
937,3
938,5
939,6
940,1
941,6
942,6
943,1
944,6
945,1
946,4
947,4
948,6
949,1
950,6
951,2
952,5
953,4
954,2
955,6
956,5
957,6
958,1
959,6
960,6
961,5
962,2
963,4
964,5
965,6
966,1
967,1
968,6
969,4
970,1
971,5
972,6
973,6
974,6
975,6
976,4
977,2
978,6
979,6
980,4
981,4
982,1
983,4
984,6
985,5
986,4
987,1
988,2
989,2
990,4
991,5
992,3
993,1
994,6
995,6
996,5
997,6
998,6
999,2
1000,1
1001,6
1002,4
1003,6
1004,1
1005,4
1006,4
1007,3
1008,5
1009,5
1010,6
1011,6
1012,4
1013,6
1014,4
1015,5
1016,6
1017,4
1018,6
1019,3
1020,6
1021,3
1022,5
1023,6
1024,5
1025,5
1026,1
1027,3
1028,2
1029,5
1030,5
1031,1
1032,5
1033,1
1034,5
1035,4
1036,4
1037,3
1038,1
1039,3
1040,1
1041,3
1042,6
1043,2
1044,1
1045,5
1046,5
1047,6
1048,6
1049,5
1050,6
1051,3
1052,5
1053,2
1054,1
1055,5
1056,5
1057,5
1058,5
1059,1
1060,1
1061,4
1062,5
1063,5
1064,4
1065,4
1066,4
1067,5
1068,3
1069,1
1070,6
1071,4
1072,4
1073,2
1074,5
1075,1
1076,5
1077,1
1078,4
1079,6
1080,6
1081,6
1082,4
1083,1
1084,2
1085,5
1086,6
1087,6
1088,6
1089,6
1090,1
1091,5
1092,5
1093,6
1094,5
1095,6
1096,4
1097,4
1098,6
1099,6
1100,4
1101,1
1102,1
1103,1
1104,6
1105,3
1106,2
1107,4
1108,4
1109,2
1110,6
1111,4
1112,4
1113,5
1114,1
1115,1
1116,6
1117,6
1118,6
1119,2
1120,6
1121,2
1122,4
1123,2
1124,4
1125,2
1126,1
1127,4
1128,4
1129,1
1130,5
1131,6
1132,5
1133,5
1134,4
1135,4
1136,6
1137,5
1138,4
1139,4
1140,2
1141,4
1142,4
1143,6
1144,4
1145,6
1146,4
1147,5
1148,3
1149,6
1150,4
1151,4
1152,6
1153,4
1154,6
1155,6
1156,6
1157,6
1158,1
1159,4
1160,6
1161,5
1162,6
1163,2
1164,1
1165,4
1166,5
1167,4
1168,4
1169,1
1170,4
1171,5
1172,1
1173,6
1174,1
1175,2
1176,3
1177,1
1178,1
1179,1
1180,3
1181,4
1182,4
1183,1
1184,4
1185,2
1186,5
1187,4
1188,2
1189,4
1190,5
1191,5
1192,6
1193,6
1194,1
1195,2
1196,2
1197,6
1198,1
1199,6
1200,5
1201,6
1202,1
1203,1
1204,5
1205,4
1206,1
1207,1
1208,1
1209,6
1210,5
1211,4
1212,2
1213,4
1214,2
1215,5
1216,4
1217,4
1218,6
1219,4
1220,1
1221,5
1222,6
1223,5
1224,1
1225,2
1226,5
1227,5
1228,3
1229,3
1230,1
1231,2
1232,1
1233,1
1234,4
1235,6
1236,5
1237,4
1238,2
1239,1
1240,4
1241,1
1242,5
1243,2
1244,5
1245,5
1246,1
1247,4
1248,2
1249,4
1250,6
1251,1
1252,5
1253,1
1254,1
1255,5
1256,5
1257,6
1258,4
1259,6
1260,4
1261,4
1262,2
1263,6
1264,6
1265,2
1266,1
1267,5
1268,1
1269,1
1270,4
1271,4
1272,6
1273,5
1274,4
1275,4
1276,6
1277,1
1278,4
1279,1
1280,5
1281,5
1282,3
1283,4
1284,1
1285,6
1286,4
1287,5
1288,5
1289,2
1290,5
1291,6
1292,1
1293,5
1294,1
1295,1
1296,5
1297,4
1298,5
1299,6
1300,5
1301,5
1302,4
1303,5
1304,4
1305,6
1306,6
1307,4
1308,1
1309,3
1310,1
1311,4
1312,4
1313,2
1314,4
1315,1
1316,1
1317,4
1318,6
1319,1
1320,1
1321,6
1322,2
1323,6
1324,5
1325,5
1326,6
1327,6
1328,4
1329,5
1330,4
1331,6
1332,6
1333,1
1334,3
1335,6
1336,4
1337,5
1338,4
1339,4
1340,1
1341,1
1342,6
1343,4
1344,5
1345,6
1346,6
1347,1
1348,6
1349,5
1350,2
1351,1
1352,6
1353,4
1354,5
1355,6
1356,5
1357,5
1358,1
1359,5
1360,1
1361,3
1362,2
1363,3
1364,6
1365,5
1366,1
1367,4
1368,1
1369,6
1370,2
1371,1
1372,2
1373,1
1374,6
1375,4
1376,5
1377,5
1378,6
1379,5
1380,4
1381,4
1382,1
1383,6
1384,6
1385,1
1386,2
1387,4
1388,1
1389,5
1390,6
1391,6
1392,6
1393,3
1394,6
1395,1
1396,1
1397,2
1398,4
1399,1
1400,1
1401,3
1402,4
1403,6
1404,2
1405,1
1406,5
1407,5
1408,6
1409,6
1410,6
1411,1
1412,3
1413,6
1414,5
1415,5
1416,3
1417,1
1418,6
1419,2
1420,6
1421,5
1422,5
1423,4
1424,4
1425,5
1426,5
1427,5
1428,4
1429,1
1430,3
1431,6
1432,5
1433,5
1434,1
1435,5
1436,5
1437,4
1438,2
1439,6
1440,6
1441,1
1442,6
1443,6
1444,6
1445,1
1446,6
1447,4
1448,4
1449,1
1450,6
1451,5
1452,6
1453,1
1454,6
1455,5
1456,1
1457,1
1458,1
1459,5
1460,5
1461,1
1462,6
1463,1
1464,2
1465,4
1466,6
1467,6
1468,5
1469,2
1470,1
1471,2
1472,6
1473,2
1474,3
1475,6
1476,5
1477,4
1478,5
1479,2
1480,1
1481,2
1482,1
1483,6
1484,6
1485,1
1486,5
1487,2
1488,1
1489,1
1490,4
1491,1
1492,6
1493,6
1494,6
1495,4
1496,6
1497,5
1498,5
1499,4
1500,5
1501,1
1502,5
1503,6
1504,4
1505,4
1506,6
1507,5
1508,2
1509,1
1510,1
1511,6
1512,6
1513,1
1514,6
1515,5
1516,4
1517,2
1518,5
1519,5
1520,1
1521,3
1522,1
1523,5
1524,5
1525,5
1526,1
1527,4
1528,4
1529,6
1530,6
1531,1
1532,6
1533,5
1534,1
1535,4
1536,4
1537,2
1538,4
1539,5
1540,5
1541,4
1542,3
1543,6
1544,3
1545,5
1546,6
1547,4
1548,4
1549,1
1550,1
1551,2
1552,3
1553,5
1554,4
1555,6
1556,6
1557,6
1558,1
1559,1
1560,5
1561,4
1562,5
1563,4
1564,1
1565,1
1566,5
1567,5
1568,6
1569,4
1570,6
1571,2
1572,6
1573,1
1574,5
1575,5
1576,5
1577,3
1578,2
1579,5
1580,5
1581,6
1582,6
1583,6
1584,6
1585,1
1586,6
1587,1
1588,6
1589,6
1590,4
1591,2
1592,1
1593,4
1594,4
1595,5
1596,1
1597,6
1598,5
1599,2
1600,5
1601,4
1602,1
1603,4
1604,6
1605,1
1606,1
1607,6
1608,4
1609,6
1610,6
1611,1
1612,5
1613,1
1614,1
1615,1
1616,2
1617,4
1618,5
1619,1
1620,6
1621,4
1622,6
1623,6
1624,4
1625,1
1626,4
1627,1
1628,1
1629,3
1630,4
1631,6
1632,6
1633,1
1634,6
1635,5
1636,2
1637,6
1638,1
1639,5
1640,4
1641,1
1642,2
1643,4
1644,1
1645,6
1646,4
1647,1
1648,4
1649,1
1650,4
1651,1
1652,6
1653,5
1654,5
1655,4
1656,6
1657,1
1658,2
1659,6
1660,1
1661,5
1662,4
1663,4
1664,5
1665,5
1666,5
1667,4
1668,6
1669,6
1670,5
1671,2
1672,1
1673,2
1674,4
1675,5
1676,6
1677,2
1678,4
1679,6
1680,6
1681,6
1682,6
1683,4
1684,5
1685,4
1686,1
1687,1
1688,5
1689,1
1690,5
1691,1
1692,2
1693,4
1694,1
1695,1
1696,4
1697,1
1698,1
1699,1
1700,1
1701,4
1702,6
1703,6
1704,4
1705,4
1706,3
1707,6
1708,4
1709,4
1710,4
1711,6
1712,1
1713,6
1714,5
1715,1
1716,2
1717,5
1718,5
1719,4
1720,5
1721,6
1722,2
1723,6
1724,1
1725,5
1726,6
1727,1
1728,1
1729,4
1730,5
1731,6
1732,4
1733,6
1734,5
1735,6
1736,4
1737,4
1738,6
1739,2
1740,4
1741,4
1742,4
1743,4
1744,4
1745,4
1746,5
1747,1
1748,3
1749,6
1750,1
1751,4
1752,5
1753,1
1754,4
1755,6
1756,1
1757,1
1758,1
1759,6
1760,6
1761,1
1762,5
1763,5
1764,4
1765,1
1766,4
1767,1
1768,5
1769,1
1770,6
1771,1
1772,4
1773,2
1774,2
1775,1
1776,4
1777,5
1778,5
1779,6
1780,1
1781,6
1782,4
1783,4
1784,2
1785,2
1786,5
1787,5
1788,4
1789,2
1790,5
1791,6
1792,4
1793,5
1794,4
1795,4
1796,1
1797,6
1798,4
1799,5
1800,2
1801,4
1802,6
1803,4
1804,6
1805,1
1806,5
1807,1
1808,4
1809,6
1810,5
1811,3
1812,5
1813,2
1814,1
1815,5
1816,5
1817,2
1818,4
1819,1
1820,5
1821,1
1822,5
1823,6
1824,5
1825,3
1826,1
1827,3
1828,5
1829,1
1830,1
1831,1
1832,6
1833,1
1834,5
1835,1
1836,1
1837,4
1838,1
1839,6
1840,4
1841,3
1842,1
1843,2
1844,5
1845,4
1846,1
1847,1
1848,5
1849,4
1850,4
1851,2
1852,4
1853,3
1854,5
1855,1
1856,5
1857,1
1858,2
1859,2
1860,5
1861,6
1862,5
1863,1
1864,6
1865,3
1866,4
1867,6
1868,6
1869,6
1870,1
1871,1
1872,6
1873,4
1874,2
1875,4
1876,6
1877,5
1878,4
1879,4
1880,3
1881,5
1882,1
1883,4
1884,2
1885,4
1886,6
1887,2
1888,6
1889,6
1890,5
1891,6
1892,4
1893,4
1894,6
1895,6
1896,2
1897,6
1898,6
1899,3
1900,1
1901,6
1902,1
1903,4
1904,1
1905,4
1906,4
1907,5
1908,6
1909,4
1910,3
1911,1
1912,1
1913,1
1914,6
1915,3
1916,1
1917,6
1918,1
1919,1
1920,2
1921,6
1922,6
1923,4
1924,6
1925,1
1926,3
1927,4
1928,6
1929,5
1930,6
1931,5
1932,2
1933,4
1934,1
1935,5
1936,5
1937,2
1938,5
1939,4
1940,4
1941,4
1942,6
1943,4
1944,1
1945,1
1946,6
1947,6
1948,5
1949,6
1950,1
1951,6
1952,6
1953,4
1954,6
1955,6
1956,5
1957,5
1958,1
1959,5
1960,2
1961,2
1962,4
1963,1
1964,4
1965,6
1966,2
1967,5
1968,6
1969,4
1970,4
1971,6
1972,1
1973,1
1974,4
1975,6
1976,6
1977,6
1978,4
1979,1
1980,6
1981,5
1982,4
1983,3
1984,2
1985,6
1986,6
1987,5
1988,5
1989,6
1990,2
1991,5
1992,5
1993,6
1994,1
1995,2
1996,6
1997,5
1998,6
1999,6
2000,6
2001,6
2002,5
2003,6
2004,4
2005,1
2006,4
2007,3
2008,4
2009,6
2010,2
2011,5
2012,6
2013,5
2014,4
2015,1
2016,1
2017,4
2018,6
2019,4
2020,5
2021,5
2022,1
2023,2
2024,1
2025,1
2026,6
2027,4
2028,5
2029,6
2030,5
2031,4
2032,5
2033,5
2034,1
2035,6
2036,2
2037,6
2038,3
2039,4
2040,6
2041,3
2042,2
2043,6
2044,1
2045,6
2046,6
2047,4
2048,1
2049,4
2050,4
2051,6
2052,5
2053,1
2054,6
2055,6
2056,4
2057,5
2058,5
2059,2
2060,2
2061,4
2062,4
2063,5
2064,6
2065,6
2066,5
2067,4
2068,6
2069,3
2070,1
2071,5
2072,6
2073,5
2074,1
2075,6
2076,5
2077,2
2078,1
2079,3
2080,1
2081,3
2082,4
2083,6
2084,1
2085,4
2086,6
2087,4
2088,6
2089,6
2090,4
2091,4
2092,4
2093,5
2094,6
2095,4
2096,2
2097,1
2098,1
2099,2
2100,6
2101,2
2102,1
2103,5
2104,5
2105,6
2106,4
2107,3
2108,6
2109,4
2110,5
2111,1
2112,4
2113,2
2114,4
2115,6
2116,2
2117,6
2118,6
2119,1
2120,1
2121,6
2122,1
2123,5
2124,6
2125,4
2126,1
2127,1
2128,1
2129,1
2130,3
2131,4
2132,6
2133,6
2134,1
2135,1
2136,1
2137,1
2138,3
2139,1
2140,4
2141,5
2142,6
2143,4
2144,6
2145,4
2146,5
2147,4
2148,5
2149,6
2150,6
2151,5
2152,1
2153,1
2154,6
2155,2
2156,6
2157,2
2158,3
2159,4
2160,1
2161,6
2162,1
2163,4
2164,6
2165,3
2166,1
2167,4
2168,6
2169,3
2170,1
2171,5
2172,6
2173,3
2174,5
2175,4
2176,6
2177,5
2178,4
2179,4
2180,4
2181,4
2182,4
2183,6
2184,4
2185,2
2186,5
2187,5
2188,6
2189,4
2190,2
2191,5
2192,6
2193,1
2194,4
2195,2
2196,5
2197,5
2198,6
2199,2
2200,4
2201,4
2202,1
2203,1
2204,6
2205,5
2206,4
2207,6
2208,5
2209,1
2210,6
2211,4
2212,6
2213,6
2214,3
2215,6
2216,4
2217,6
2218,6
2219,2
2220,6
2221,1
2222,1
2223,5
2224,4
2225,5
2226,6
2227,1
2228,6
2229,5
2230,5
2231,4
2232,6
2233,4
2234,1
2235,1
2236,6
2237,4
2238,1
2239,6
2240,2
2241,4
2242,1
2243,6
2244,4
2245,4
2246,6
2247,1
2248,2
2249,5
2250,3
2251,5
2252,4
2253,1
2254,4
2255,2
2256,4
2257,5
2258,4
2259,1
2260,1
2261,1
2262,1
2263,4
2264,5
2265,1
2266,5
2267,1
2268,3
2269,1
2270,2
2271,6
2272,4
2273,1
2274,2
2275,6
2276,1
2277,6
2278,6
2279,6
2280,4
2281,5
2282,1
2283,4
2284,4
2285,4
2286,2
2287,3
2288,4
2289,1
2290,3
2291,4
2292,1
2293,6
2294,6
2295,2
2296,6
2297,1
2298,4
2299,6
2300,5
2301,5
2302,4
2303,1
2304,3
2305,6
2306,2
2307,1
2308,1
2309,3
2310,6
2311,6
2312,5
2313,5
2314,4
2315,1
2316,5
2317,1
2318,5
2319,1
2320,5
2321,6
2322,1
2323,5
2324,1
2325,3
2326,2
2327,4
2328,2
2329,4
2330,2
2331,1
2332,6
2333,1
2334,4
2335,5
2336,6
2337,5
2338,6
2339,6
2340,4
2341,4
2342,4
2343,3
2344,6
2345,5
2346,6
2347,6
2348,6
2349,6
2350,5
2351,6
2352,2
2353,4
2354,4
2355,1
2356,6
2357,5
2358,4
2359,3
2360,6
2361,6
2362,2
2363,1
2364,1
2365,2
2366,1
2367,5
2368,1
2369,6
2370,2
2371,1
2372,1
2373,6
2374,4
2375,6
2376,4
2377,4
2378,5
2379,4
2380,6
2381,6
2382,5
2383,5
2384,6
2385,2
2386,4
2387,2
2388,4
2389,2
2390,4
2391,4
2392,5
2393,6
2394,6
2395,4
2396,6
2397,1
2398,5
2399,6
2400,4
2401,4
2402,5
2403,4
2404,1
2405,1
2406,6
2407,4
2408,2
2409,6
2410,4
2411,4
2412,4
2413,4
2414,5
2415,6
2416,2
2417,2
2418,1
2419,1
2420,6
2421,3
2422,1
2423,4
2424,1
2425,4
2426,5
2427,1
2428,1
2429,1
2430,4
2431,1
2432,6
2433,5
2434,6
2435,4
2436,4
2437,6
2438,4
2439,6
2440,2
2441,2
2442,5
2443,4
2444,4
2445,5
2446,5
2447,2
2448,6
2449,4
2450,6
2451,1
2452,4
2453,5
2454,1
2455,1
2456,4
2457,1
2458,2
2459,1
2460,5
2461,5
2462,6
2463,6
2464,2
2465,6
2466,6
2467,6
2468,6
2469,4
2470,1
2471,5
2472,1
2473,1
2474,5
2475,1
2476,6
2477,1
2478,4
2479,4
2480,4
2481,1
2482,1
2483,4
2484,4
2485,5
2486,1
2487,2
2488,4
2489,3
2490,2
2491,4
2492,1
2493,1
2494,5
2495,1
2496,1
2497,5
2498,4
2499,1
2500,1
2501,4
2502,4
2503,5
2504,4
2505,4
2506,4
2507,4
2508,6
2509,1
2510,5
2511,6
2512,6
2513,1
2514,4
2515,1
2516,6
2517,5
2518,5
2519,6
2520,1
2521,5
2522,1
2523,2
2524,1
2525,4
2526,3
2527,5
2528,3
2529,1
2530,3
2531,3
2532,6
2533,1
2534,6
2535,5
2536,6
2537,6
2538,5
2539,5
2540,5
2541,4
2542,6
2543,6
2544,3
2545,4
2546,5
2547,6
2548,5
2549,5
2550,1
2551,1
2552,6
2553,1
2554,4
2555,5
2556,5
2557,3
2558,5
2559,6
2560,6
2561,1
2562,1
2563,6
2564,6
2565,4
2566,1
2567,4
2568,6
2569,1
2570,4
2571,5
2572,1
2573,4
2574,2
2575,4
2576,5
2577,6
2578,6
2579,4
2580,6
2581,5
2582,5
2583,6
2584,1
2585,2
2586,6
2587,2
2588,2
2589,1
2590,1
2591,1
2592,6
2593,6
2594,6
2595,1
2596,2
2597,6
2598,1
2599,4
2600,1
2601,4
2602,5
2603,5
2604,6
2605,1
2606,4
2607,4
2608,4
2609,6
2610,2
2611,2
2612,4
2613,1
2614,6
2615,5
2616,5
2617,4
2618,2
2619,1
2620,4
2621,6
2622,1
2623,6
2624,1
2625,6
2626,5
2627,5
2628,2
2629,4
2630,5
2631,5
2632,6
2633,4
2634,4
2635,1
2636,1
2637,5
2638,6
2639,5
2640,4
2641,6
2642,6
2643,4
2644,6
2645,6
2646,6
2647,4
2648,2
2649,3
2650,6
2651,4
2652,1
2653,4
2654,3
2655,2
2656,4
2657,5
2658,5
2659,6
2660,4
2661,6
2662,1
2663,3
2664,6
2665,5
2666,6
2667,4
2668,6
2669,6
2670,4
2671,1
2672,5
2673,6
2674,2
2675,1
2676,3
2677,5
2678,2
2679,1
2680,2
2681,1
2682,2
2683,2
2684,6
2685,5
2686,5
2687,6
2688,6
2689,6
2690,4
2691,2
2692,3
2693,5
2694,6
2695,6
2696,1
2697,6
2698,4
2699,1
2700,5
2701,1
2702,1
2703,5
2704,6
2705,2
2706,1
2707,1
2708,5
2709,4
2710,1
2711,6
2712,3
2713,1
2714,6
2715,6
2716,4
2717,2
2718,1
2719,4
2720,5
2721,6
2722,5
2723,1
2724,4
2725,6
2726,4
2727,6
2728,6
2729,5
2730,1
2731,5
2732,4
2733,4
2734,1
2735,4
2736,5
2737,4
2738,3
2739,2
2740,5
2741,2
2742,6
2743,5
2744,1
2745,3
2746,1
2747,6
2748,6
2749,1
2750,4
2751,5
2752,5
2753,4
2754,1
2755,2
2756,1
2757,3
2758,4
2759,5
2760,4
2761,4
2762,6
2763,2
2764,1
2765,4
2766,6
2767,5
2768,1
2769,2
2770,2
2771,1
2772,5
2773,5
2774,1
2775,6
2776,5
2777,4
2778,6
2779,1
2780,4
2781,6
2782,3
2783,5
2784,1
2785,6
2786,1
2787,4
2788,5
2789,2
2790,5
2791,4
2792,4
2793,4
2794,2
2795,5
2796,6
2797,1
2798,4
2799,5
2800,5
2801,1
2802,6
2803,5
2804,6
2805,6
2806,5
2807,6
2808,5
2809,1
2810,6
2811,1
2812,1
2813,6
2814,6
2815,6
2816,6
2817,3
2818,4
2819,6
2820,1
2821,6
2822,6
2823,5
2824,5
2825,1
2826,1
2827,4
2828,5
2829,2
2830,5
2831,1
2832,6
2833,4
2834,4
2835,1
2836,4
2837,1
2838,1
2839,4
2840,6
2841,5
2842,4
2843,6
2844,4
2845,1
2846,5
2847,1
2848,6
2849,5
2850,2
2851,5
2852,4
2853,2
2854,4
2855,4
2856,6
2857,6
2858,5
2859,4
2860,3
2861,5
2862,6
2863,5
2864,6
2865,5
2866,6
2867,5
2868,4
2869,4
2870,1
2871,5
2872,5
2873,1
2874,4
2875,6
2876,4
2877,2
2878,1
2879,6
2880,4
2881,3
2882,6
2883,5
2884,5
2885,6
2886,1
2887,1
2888,5
2889,1
2890,6
2891,6
2892,6
2893,1
2894,6
2895,1
2896,2
2897,4
2898,4
2899,4
2900,6
2901,2
2902,4
2903,2
2904,2
2905,5
2906,6
2907,2
2908,2
2909,6
2910,2
2911,6
2912,6
2913,1
2914,2
2915,4
2916,3
2917,1
2918,5
2919,5
2920,4
2921,5
2922,1
2923,4
2924,5
2925,4
2926,1
2927,6
2928,5
2929,6
2930,4
2931,3
2932,5
2933,3
2934,6
2935,4
2936,1
2937,6
2938,4
2939,4
2940,5
2941,2
2942,2
2943,1
2944,6
2945,2
2946,6
2947,2
2948,6
2949,4
2950,2
2951,1
2952,6
2953,1
2954,5
2955,3
2956,5
2957,2
2958,6
2959,6
2960,1
2961,5
2962,4
2963,1
2964,2
2965,4
2966,6
2967,5
2968,5
2969,4
2970,2
2971,6
2972,6
2973,4
2974,6
2975,2
2976,5
2977,6
2978,6
2979,3
2980,4
2981,6
2982,6
2983,6
2984,1
2985,6
2986,1
2987,5
2988,6
2989,6
2990,5
2991,4
2992,1
2993,5
2994,6
2995,5
2996,4
2997,4
